Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Actual_Attrition,Predicted_Attrition,Attrition_Probability,Risk_Category,Actual_Attrition_Label,Predicted_Attrition_Label,SHAP_OverTime_Yes,SHAP_Age,SHAP_MonthlyIncome,SHAP_StockOptionLevel,SHAP_YearsWithCurrManager,SHAP_YearsAtCompany,SHAP_NumCompaniesWorked,SHAP_TotalWorkingYears,SHAP_DistanceFromHome,SHAP_EnvironmentSatisfaction
28,0,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,3,Male,82,3,1,Research Scientist,4,Married,2044,5531,1,No,11,3,3,1,5,6,4,5,3,0,3,0,0,0.035,Low Risk,Stayed,Predicted Stay,-0.03329943906634753,0.006949619529659685,0.024332490946164853,-0.011923768074391319,-0.011601047972649213,-0.010265570023509554,-0.012003502960214973,-0.0012356908382935216,-0.016022171801055266,-0.0041903174984622635
41,0,Travel_Rarely,334,Sales,2,4,Life Sciences,4,Male,88,3,4,Manager,2,Single,16015,15896,1,No,19,3,2,0,22,2,3,22,10,0,4,0,0,0.04,Low Risk,Stayed,Predicted Stay,-0.024094507671188693,-0.01488129156062314,-0.022840732554523128,0.014043174675125556,-0.006101392526352356,-0.013028847512971424,-0.009005176769010177,-0.015600552022651754,-0.011880609754693978,-0.010604641136828831
40,1,Travel_Rarely,299,Sales,25,4,Marketing,4,Male,57,2,3,Sales Executive,2,Single,9094,17235,2,Yes,12,3,3,0,9,2,3,5,4,1,0,1,0,0.38,Low Risk,Left,Predicted Stay,0.06412329544852127,-0.02323634838531234,-0.004642724359343902,0.024684816044932632,0.030777867677311405,-0.0034300883111791336,-0.006753900111098119,-0.0011470363384478333,0.039453544371674525,-0.022469616782832418
33,0,Travel_Rarely,1075,Human Resources,3,2,Human Resources,4,Male,57,3,1,Human Resources,2,Divorced,2277,22650,3,Yes,11,3,3,1,7,4,4,4,3,0,3,0,0,0.28,Low Risk,Stayed,Predicted Stay,0.08415978001024542,0.01312662344670116,0.06759703264327527,-0.02235817999395749,-0.00845300317424062,-0.0014951026909488974,-0.0001632575218900456,0.016019715143420397,-0.016921311352284647,-0.01723169558410291
32,0,Non-Travel,976,Sales,26,4,Marketing,3,Male,100,3,2,Sales Executive,4,Married,4465,12069,0,No,18,3,1,0,4,2,3,3,2,2,2,0,0,0.115,Low Risk,Stayed,Predicted Stay,-0.02304765879777733,0.007833839929621717,-0.012334421287687292,0.019677209629871868,-0.007209521881327419,-0.0021709883914718376,-0.017787520216375016,-0.0021833315374578887,0.020899944081575087,-0.007851147175501864
38,0,Travel_Rarely,1321,Sales,1,4,Life Sciences,4,Male,86,3,2,Sales Executive,2,Married,4440,7636,0,No,15,3,1,2,16,3,3,15,13,5,8,0,0,0.045,Low Risk,Stayed,Predicted Stay,-0.016306006588056334,-0.013612771800338805,-0.011148864794408837,-0.012970500329158767,-0.009991114063222995,-0.0073706541887349885,-0.013498218000511314,-0.007192641841331806,-0.01011303993650813,-0.005499498615197353
35,0,Non-Travel,1180,Research & Development,2,2,Medical,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,24442,2,No,14,3,3,1,15,6,3,7,7,1,7,0,0,0.005,Low Risk,Stayed,Predicted Stay,-0.017249134312460227,-0.0071532937046004,-0.01181229619468013,-0.01006667040387356,-0.008263564236724506,-0.006941296911886639,-0.008691652281297592,-0.010454193771956853,-0.009329431873309204,-0.0024344246044529427
43,0,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,Male,30,3,3,Healthcare Representative,3,Married,7510,16873,1,No,17,3,2,1,10,1,3,10,9,0,9,0,0,0.09,Low Risk,Stayed,Predicted Stay,-0.012091798362080226,-0.010625138970347052,-0.0048098935270536455,-0.010011906566332981,-0.016591140027258006,-0.0052365457973974116,-0.007359347015080857,0.0013995923938978194,0.006639747556550901,0.023149222629770067
46,0,Travel_Rarely,706,Research & Development,2,2,Life Sciences,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578,19989,3,No,14,3,3,1,12,4,2,9,8,4,7,0,0,0.02,Low Risk,Stayed,Predicted Stay,-0.014659563584145871,-0.010860454648716314,-0.006869619372407669,-0.011701728039847694,-0.006613216120351808,-0.004210331898036657,-0.007485950615737238,-0.005451627002803434,-0.00918402600799027,-0.01097881136371825
34,0,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,4001,12313,1,Yes,14,3,3,1,15,3,3,15,14,0,7,0,0,0.05,Low Risk,Stayed,Predicted Stay,0.03210983777577439,-0.003513885268919239,-0.006311607133275174,-0.015514772785700189,-0.010157018397460433,-0.009812088813459923,-0.010081762283077752,-0.012477967229247043,-0.0017724621072056834,-0.013569953140508914
49,0,Travel_Frequently,1023,Sales,2,3,Medical,4,Male,63,2,2,Sales Executive,2,Married,5390,13243,2,No,14,3,4,0,17,3,2,9,6,0,8,0,0,0.105,Low Risk,Stayed,Predicted Stay,-0.014904164926565499,-0.011159507690811097,-0.010184071080680042,0.020096982407005727,-0.013229523857178264,-0.005320360729176628,-0.016048786106007355,-0.01029878975100928,-0.01239954013113902,-0.012255696343629552
32,0,Travel_Rarely,120,Research & Development,6,5,Life Sciences,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,No,20,4,1,0,8,2,3,5,4,1,4,0,0,0.14,Low Risk,Stayed,Predicted Stay,-0.03628914859983979,0.011587593831063715,0.005326767773119627,0.020277797729472694,-0.010709760071435995,-0.007019166628340372,-0.010889002510914451,0.0036533983276694926,-0.007555521290128126,-0.00945608943574598
45,0,Travel_Frequently,1297,Research & Development,1,4,Medical,2,Male,44,3,2,Healthcare Representative,3,Single,5399,14511,4,No,12,3,3,0,12,3,3,4,2,0,3,0,0,0.045,Low Risk,Stayed,Predicted Stay,-0.018689146908927798,-0.0240278340231049,-0.010129771793685904,0.00861195141237431,-0.005610678494067542,-0.007344486776623853,-0.00013367961340918555,-0.0041415322361172,-0.015826968275813157,-0.0013239646127885863
29,0,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,2109,10007,1,No,13,3,3,1,1,2,3,1,0,0,0,0,0,0.345,Low Risk,Stayed,Predicted Stay,-0.03658685225491354,0.0430458188558562,0.06593416254492013,-0.01928023091683599,0.0576166773552859,0.049344741204370164,-0.0014659060544045133,0.054602232859824656,-0.02217651422746556,-0.016340398661534437
36,0,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,Male,66,4,1,Laboratory Technician,2,Married,2810,9238,1,No,22,4,2,0,5,3,3,5,4,0,2,0,0,0.15,Low Risk,Stayed,Predicted Stay,-0.036174365111182855,-0.01929037691796566,0.01296909449712075,0.02384527791504297,-0.0047491647902097615,-0.010683829349359257,-0.012773809484197046,0.004418890781471419,0.005318374872954337,0.025553154753022226
35,0,Non-Travel,1225,Research & Development,2,4,Life Sciences,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,No,11,3,1,1,16,2,4,1,0,0,0,0,0,0.12,Low Risk,Stayed,Predicted Stay,-0.01523954779070209,-0.012167424616809513,-0.013703413153739347,-0.013458942276006382,0.025078335082930607,0.02238078950215595,-0.00490749045026405,-0.011709172576267975,-0.012443948448960782,-0.009709742115474
22,1,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0,1,0,0.325,Low Risk,Left,Predicted Stay,0.04641890372865532,0.05941512681436222,0.01970045398370303,-0.024981632456244823,0.03317684493223851,0.026739432241631677,-0.020173040070073967,0.039957815243649296,-0.01590698284965356,-0.010107317895037795
37,0,Travel_Rarely,799,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,No,17,3,4,0,12,3,4,6,5,1,2,0,0,0.05,Low Risk,Stayed,Predicted Stay,-0.022396022815983088,-0.015334330292417632,-0.008471983639876725,0.008790094436465097,-0.005147917895155843,-0.005525394495716682,-0.0006247924881449763,-0.0050814911641282375,-0.01166492377510508,-0.0015066233746983927
23,0,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,No,12,3,3,2,4,2,2,4,2,0,2,0,0,0.095,Low Risk,Stayed,Predicted Stay,-0.03182273443093436,0.024416217589737242,0.010099781885896846,-0.0187877598274531,-0.008777829975315399,8.862557690690665e-05,-0.008555209246942468,0.003093728469159487,0.010098690491490743,-0.00502438854981392
21,0,Travel_Rarely,1343,Sales,22,1,Technical Degree,3,Male,49,3,1,Sales Representative,3,Single,3447,24444,1,No,11,3,3,0,3,2,3,3,2,1,2,0,0,0.235,Low Risk,Stayed,Predicted Stay,-0.03921231589743002,0.033071058384248314,0.012019974247330083,0.01654833516632607,-0.008226836031708444,0.002380748622126703,-0.007780645745449419,0.013812214972879246,0.005420104564670965,-0.0051493998633350205
56,0,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,No,19,3,2,1,18,4,3,5,4,0,3,0,0,0.05,Low Risk,Stayed,Predicted Stay,-0.022254819647864677,-0.018683564711250256,0.004679507042378645,-0.017412966010240893,-0.006988865986099882,-0.007640849562885705,-0.007918397046302062,-0.01338775623014044,0.0022786087109659546,0.01830869231381712
51,0,Travel_Frequently,541,Sales,2,3,Marketing,2,Male,52,3,3,Sales Executive,2,Married,10596,15395,2,No,11,3,2,0,14,5,3,4,2,3,2,0,0,0.22,Low Risk,Stayed,Predicted Stay,-0.023815438278184047,-0.00587707740028236,0.007910116030384415,0.012837293105935715,-0.005975062575275842,-0.001406725596200431,-0.013277718219724193,-0.004620962626629535,-0.01513188609346969,-0.0015481438090660048
29,1,Travel_Rarely,906,Research & Development,10,3,Life Sciences,4,Female,92,2,1,Research Scientist,1,Single,2404,11479,6,Yes,20,4,3,0,3,5,3,0,0,0,0,1,1,0.645,Medium Risk,Left,Predicted Leave,0.08705876474413798,0.0621224721033218,0.07842450731073995,0.03309189232307517,0.0430449497829477,0.04206520628427597,0.014217128420621067,0.021841481626686345,0.004497023849637571,-0.016694958022731042
50,0,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,No,18,3,2,0,8,5,3,1,0,0,0,0,0,0.23,Low Risk,Stayed,Predicted Stay,-0.04000628781102023,-0.04632650976689774,0.036887606215514096,0.01768511717711817,0.03339279749745174,0.032505798872216475,-0.001323771620984644,0.0013870851742285595,0.003471904870225444,0.026585972318980567
26,0,Travel_Rarely,703,Sales,28,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,No,20,4,4,2,6,5,4,5,3,1,4,0,0,0.09,Low Risk,Stayed,Predicted Stay,-0.02749439391020587,-0.0005069768700514032,-0.01199141048834008,-0.02094154589792879,-0.012199922402182893,-0.012878039316665308,-0.012355288623230081,-0.00024718613833556445,0.015573800489855785,0.02097060607776939
39,0,Travel_Frequently,672,Research & Development,7,2,Medical,3,Male,54,2,5,Manager,4,Married,19272,21141,1,No,15,3,1,1,21,2,3,21,9,13,3,0,0,0.045,Low Risk,Stayed,Predicted Stay,-0.015064366990845884,-0.01396251269800814,-0.016317409940565995,-0.010774132486833423,-0.0033765746718472656,-0.008442844629635148,-0.005835395054380115,-0.013693068300444793,-0.006426304149240423,-0.007673412722401736
49,0,Travel_Rarely,722,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,3211,22102,1,No,14,3,4,1,10,3,2,9,6,1,4,0,0,0.05,Low Risk,Stayed,Predicted Stay,-0.029152640744914606,-0.013063748283566384,-0.004264368665353686,-0.019903528251427362,-0.009048234083411443,-0.007978297240988468,-0.008199482366430857,-0.0001469443959695127,0.011803297263636523,-0.0077683874630338325
29,0,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2,0,0,0.075,Low Risk,Stayed,Predicted Stay,0.0335539954502292,0.01185655122201979,-0.022670896330487265,-0.017655449249423326,-0.005861767617971054,-0.013482083307876565,-0.012198474023434755,-0.003482463860345888,-0.005537990578181962,0.0005299495161671075
32,0,Travel_Rarely,529,Research & Development,2,3,Technical Degree,4,Male,78,3,1,Research Scientist,1,Single,2439,11288,1,No,14,3,4,0,4,4,3,4,2,1,2,0,0,0.1,Low Risk,Stayed,Predicted Stay,-0.04303727979476207,0.007805791885243707,0.023821773061408747,0.018349550955017547,-0.013618383795721912,-0.008779060192318866,-0.014693107817552118,0.002220276081677639,-0.017115499631577224,-0.017231960723938754
30,0,Travel_Rarely,1092,Research & Development,10,3,Medical,1,Female,64,3,3,Manufacturing Director,3,Single,9667,2739,9,No,14,3,2,0,9,3,3,7,7,0,2,0,0,0.13,Low Risk,Stayed,Predicted Stay,-0.027813515413367896,0.007886812751717116,-0.010003860031958993,0.014439673554895761,-0.006911026290983955,-0.009479146756639238,0.02577331335407507,0.0007271483214549335,0.0020384289675894254,0.030967934626626174
27,0,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,4,Female,33,3,1,Laboratory Technician,1,Divorced,2341,19715,1,No,13,3,4,1,1,6,3,1,0,0,0,0,0,0.495,Medium Risk,Stayed,Predicted Stay,-0.025628323403127807,0.06333838576616699,0.06753902436648787,-0.011669760176555428,0.07011799501328482,0.06827677361085308,0.004880407689968252,0.06643850475736598,-0.018055776862292986,-0.015374653848245998
34,0,Travel_Rarely,937,Sales,1,3,Marketing,1,Male,32,3,3,Sales Executive,4,Single,9888,6770,1,No,21,4,1,0,14,3,2,14,8,2,1,0,0,0.135,Low Risk,Stayed,Predicted Stay,-0.027487617289862102,-0.007276384828112441,0.006403029088921812,0.01629049788856264,0.0013537283701998604,-0.011948818048647353,-0.016233257567162127,-0.009639011569561262,-0.016646710025538594,0.015517365289099416
43,0,Travel_Rarely,920,Research & Development,3,3,Life Sciences,3,Male,96,1,5,Research Director,4,Married,19740,18625,3,No,14,3,2,1,25,2,3,8,7,0,7,0,0,0.035,Low Risk,Stayed,Predicted Stay,-0.014109556430748854,-0.013066529687282582,-0.0099811527056454,-0.010964781834913992,-0.0049651731705102975,-0.003778524562935672,-0.00965184164969287,-0.014037913170077444,-0.0069066197944698616,-0.00726976735145854
33,1,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3,1,0,0.295,Low Risk,Left,Predicted Stay,0.059549898941368154,0.0078271306948227,-0.009667356765744444,0.032869163194409336,-0.004994722082933549,-0.009877677915401364,-0.0357286991001547,0.010690613330859832,-0.0041303732215919806,0.026525972693166297
31,0,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,2,0,0,0.17,Low Risk,Stayed,Predicted Stay,-0.03373704715477516,0.023704464980137344,0.005024490143296134,-0.021185579025482185,-0.010655470606714061,0.005101340738367526,-0.017046958468847608,0.005263625606448841,0.009086998569198385,-0.004044554479371527
43,0,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,3539,5033,0,No,13,3,2,0,10,5,3,9,7,1,8,0,0,0.105,Low Risk,Stayed,Predicted Stay,-0.02381150434558549,-0.010994799845475427,0.0033075415283951772,0.012548910673258433,-0.008154844983273506,-0.005394258660871855,-0.014321895835032593,0.0018742352408207808,-0.01733604263317602,-0.003531722569600788
44,0,Travel_Rarely,170,Research & Development,1,4,Life Sciences,2,Male,78,4,2,Healthcare Representative,1,Married,5033,9364,2,No,15,3,4,1,10,5,3,2,0,2,2,0,0,0.075,Low Risk,Stayed,Predicted Stay,-0.015013813250398016,-0.020330023553976843,-0.011214621205883759,-0.013147536683823091,-0.006834038665492699,0.010183246190565568,-0.008814306163203582,-0.0017262121064186432,-0.014837859022482008,-0.0023966689925956075
36,1,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,6134,8658,5,Yes,13,3,2,3,16,3,3,2,2,2,2,1,0,0.175,Low Risk,Left,Predicted Stay,0.03783030667531875,-0.015767474813276294,-0.01601382575395064,-0.024300409537950145,-0.003605353553493842,0.013493762605683059,0.013732828313711707,-0.01201801593990922,0.007795680028350489,0.0031575974012594088
56,0,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,Female,90,3,1,Research Scientist,1,Married,2066,10494,2,No,22,4,4,1,5,3,4,3,2,1,0,0,0,0.135,Low Risk,Stayed,Predicted Stay,-0.03090207429392194,-0.01937658734551178,0.03678056441402077,-0.015259879143566196,0.026880972177871172,-0.0016104184721962157,-0.003472036460905201,0.00893031031636383,-0.014649511209572665,0.01912684520677658
37,0,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,4,Female,42,3,1,Research Scientist,4,Single,2115,15881,1,No,12,3,2,0,17,3,3,17,12,5,7,0,0,0.055,Low Risk,Stayed,Predicted Stay,-0.022138216164130427,-0.014983902125520672,0.022209090395981547,0.014542426160051036,-0.008017016588123625,-0.007198553529156016,-0.00873069266733637,-0.009390173231010976,-0.013877374384775295,-0.007701037781170044
